[2025-08-01 16:06:30] [gimbal_controller] [INFO] [1754035590.632037619] [gimbal_controller]: 云台控制器节点已启动
[2025-08-01 16:06:30] [gimbal_controller] [INFO] [1754035590.633890545] [gimbal_controller]: 图像中心设置为: (400, 300)
[2025-08-01 16:06:30] [gimbal_controller] [INFO] [1754035590.634772238] [gimbal_controller]: 订阅话题: /target_data
[2025-08-01 16:06:30] [gimbal_controller] [INFO] [1754035590.635413893] [gimbal_controller]: 发布话题: /uart1_sender_topic (30Hz)
[2025-08-01 16:06:30] [gimbal_controller] [INFO] [1754035590.636984782] [gimbal_controller]: 控制频率: 30Hz
[2025-08-01 16:06:36] [gimbal_controller] [INFO] [1754035596.724569030] [gimbal_controller]: 目标: (407, 305) | 误差: (+7,+5) | 成功计数:0
[2025-08-01 16:06:42] [gimbal_controller] [INFO] [1754035602.545756610] [gimbal_controller]: 目标: (464, 390) | 误差: (+64,+90) | 成功计数:0
[2025-08-01 16:06:42] [gimbal_controller] [INFO] [1754035602.582382885] [gimbal_controller]: 目标: (464, 390) | 误差: (+64,+90) | 成功计数:0
[2025-08-01 16:06:42] [gimbal_controller] [INFO] [1754035602.617574769] [gimbal_controller]: 目标: (471, 373) | 误差: (+71,+73) | 成功计数:0
[2025-08-01 16:06:42] [gimbal_controller] [INFO] [1754035602.640757779] [gimbal_controller]: 目标: (473, 367) | 误差: (+73,+67) | 成功计数:0
[2025-08-01 16:06:42] [gimbal_controller] [INFO] [1754035602.688409736] [gimbal_controller]: 目标: (474, 362) | 误差: (+74,+62) | 成功计数:0
[2025-08-01 16:06:42] [gimbal_controller] [INFO] [1754035602.727031268] [gimbal_controller]: 目标: (476, 357) | 误差: (+76,+57) | 成功计数:0
[2025-08-01 16:06:42] [gimbal_controller] [INFO] [1754035602.751142929] [gimbal_controller]: 目标: (480, 349) | 误差: (+80,+49) | 成功计数:0
[2025-08-01 16:06:42] [gimbal_controller] [INFO] [1754035602.812981013] [gimbal_controller]: 目标: (481, 345) | 误差: (+81,+45) | 成功计数:0
[2025-08-01 16:06:42] [gimbal_controller] [INFO] [1754035602.856727622] [gimbal_controller]: 目标: (474, 333) | 误差: (+74,+33) | 成功计数:0
[2025-08-01 16:06:42] [gimbal_controller] [INFO] [1754035602.887576081] [gimbal_controller]: 目标: (466, 330) | 误差: (+66,+30) | 成功计数:0
[2025-08-01 16:06:42] [gimbal_controller] [INFO] [1754035602.926754395] [gimbal_controller]: 目标: (462, 324) | 误差: (+62,+24) | 成功计数:0
[2025-08-01 16:06:42] [gimbal_controller] [INFO] [1754035602.966925233] [gimbal_controller]: 目标: (455, 320) | 误差: (+55,+20) | 成功计数:0
[2025-08-01 16:06:43] [gimbal_controller] [INFO] [1754035603.009079953] [gimbal_controller]: 目标: (447, 315) | 误差: (+47,+15) | 成功计数:0
[2025-08-01 16:06:43] [gimbal_controller] [INFO] [1754035603.048502096] [gimbal_controller]: 目标: (442, 303) | 误差: (+42,+3) | 成功计数:0
[2025-08-01 16:06:43] [gimbal_controller] [INFO] [1754035603.082087508] [gimbal_controller]: 目标: (440, 297) | 误差: (+40,-3) | 成功计数:0
[2025-08-01 16:06:43] [gimbal_controller] [INFO] [1754035603.115714919] [gimbal_controller]: 目标: (429, 292) | 误差: (+29,-8) | 成功计数:0
[2025-08-01 16:06:43] [gimbal_controller] [INFO] [1754035603.153516881] [gimbal_controller]: 目标: (428, 287) | 误差: (+28,-13) | 成功计数:0
[2025-08-01 16:06:43] [gimbal_controller] [INFO] [1754035603.180841195] [gimbal_controller]: 目标: (428, 282) | 误差: (+28,-18) | 成功计数:0
[2025-08-01 16:06:43] [gimbal_controller] [INFO] [1754035603.213917657] [gimbal_controller]: 目标: (428, 275) | 误差: (+28,-25) | 成功计数:0
[2025-08-01 16:06:43] [gimbal_controller] [INFO] [1754035603.250018941] [gimbal_controller]: 目标: (427, 270) | 误差: (+27,-30) | 成功计数:0
[2025-08-01 16:06:43] [gimbal_controller] [INFO] [1754035603.292187953] [gimbal_controller]: 目标: (427, 264) | 误差: (+27,-36) | 成功计数:0
[2025-08-01 16:06:43] [gimbal_controller] [INFO] [1754035603.334926287] [gimbal_controller]: 目标: (427, 259) | 误差: (+27,-41) | 成功计数:0
[2025-08-01 16:06:43] [gimbal_controller] [INFO] [1754035603.380137620] [gimbal_controller]: 目标: (428, 254) | 误差: (+28,-46) | 成功计数:0
[2025-08-01 16:06:43] [gimbal_controller] [INFO] [1754035603.418067039] [gimbal_controller]: 目标: (427, 246) | 误差: (+27,-54) | 成功计数:0
[2025-08-01 16:06:43] [gimbal_controller] [INFO] [1754035603.450743050] [gimbal_controller]: 目标: (426, 243) | 误差: (+26,-57) | 成功计数:0
[2025-08-01 16:06:43] [gimbal_controller] [INFO] [1754035603.492350905] [gimbal_controller]: 目标: (422, 239) | 误差: (+22,-61) | 成功计数:0
[2025-08-01 16:06:43] [gimbal_controller] [INFO] [1754035603.524182264] [gimbal_controller]: 目标: (418, 234) | 误差: (+18,-66) | 成功计数:0
[2025-08-01 16:06:43] [gimbal_controller] [INFO] [1754035603.554660897] [gimbal_controller]: 目标: (414, 238) | 误差: (+14,-62) | 成功计数:0
[2025-08-01 16:06:43] [gimbal_controller] [INFO] [1754035603.588125269] [gimbal_controller]: 目标: (410, 243) | 误差: (+10,-57) | 成功计数:0
[2025-08-01 16:06:43] [gimbal_controller] [INFO] [1754035603.648394213] [gimbal_controller]: 目标: (410, 247) | 误差: (+10,-53) | 成功计数:0
[2025-08-01 16:06:43] [gimbal_controller] [INFO] [1754035603.689574492] [gimbal_controller]: 目标: (408, 259) | 误差: (+8,-41) | 成功计数:0
[2025-08-01 16:06:43] [gimbal_controller] [INFO] [1754035603.716900263] [gimbal_controller]: 目标: (624, 72) | 误差: (+224,-228) | 成功计数:0
[2025-08-01 16:06:43] [gimbal_controller] [INFO] [1754035603.757169391] [gimbal_controller]: 目标: (407, 270) | 误差: (+7,-30) | 成功计数:0
[2025-08-01 16:06:43] [gimbal_controller] [INFO] [1754035603.788862211] [gimbal_controller]: 目标: (407, 275) | 误差: (+7,-25) | 成功计数:0
[2025-08-01 16:06:43] [gimbal_controller] [INFO] [1754035603.824722000] [gimbal_controller]: 目标: (408, 281) | 误差: (+8,-19) | 成功计数:0
[2025-08-01 16:06:43] [gimbal_controller] [INFO] [1754035603.862026680] [gimbal_controller]: 目标: (408, 281) | 误差: (+8,-19) | 成功计数:0
[2025-08-01 16:06:43] [gimbal_controller] [INFO] [1754035603.889623696] [gimbal_controller]: 目标: (408, 281) | 误差: (+8,-19) | 成功计数:0
[2025-08-01 16:06:43] [gimbal_controller] [INFO] [1754035603.940589804] [gimbal_controller]: 目标: (408, 281) | 误差: (+8,-19) | 成功计数:0
[2025-08-01 16:06:43] [gimbal_controller] [INFO] [1754035603.979704535] [gimbal_controller]: 目标: (408, 281) | 误差: (+8,-19) | 成功计数:0
[2025-08-01 16:06:44] [gimbal_controller] [INFO] [1754035604.005062758] [gimbal_controller]: 目标: (408, 281) | 误差: (+8,-19) | 成功计数:0
[2025-08-01 16:06:44] [gimbal_controller] [INFO] [1754035604.023342354] [gimbal_controller]: 目标: (408, 281) | 误差: (+8,-19) | 成功计数:0
[2025-08-01 16:06:44] [gimbal_controller] [INFO] [1754035604.052031352] [gimbal_controller]: 目标: (408, 281) | 误差: (+8,-19) | 成功计数:0
[2025-08-01 16:06:44] [gimbal_controller] [INFO] [1754035604.064974708] [gimbal_controller]: 目标: (408, 281) | 误差: (+8,-19) | 成功计数:0
[2025-08-01 16:06:44] [gimbal_controller] [INFO] [1754035604.097545430] [gimbal_controller]: 目标: (318, 317) | 误差: (-82,+17) | 成功计数:0
[2025-08-01 16:06:44] [gimbal_controller] [INFO] [1754035604.128438222] [gimbal_controller]: 目标: (318, 317) | 误差: (-82,+17) | 成功计数:0
[2025-08-01 16:06:44] [gimbal_controller] [INFO] [1754035604.167142294] [gimbal_controller]: 目标: (317, 327) | 误差: (-83,+27) | 成功计数:0
[2025-08-01 16:06:44] [gimbal_controller] [INFO] [1754035604.182750271] [gimbal_controller]: 目标: (317, 327) | 误差: (-83,+27) | 成功计数:0
[2025-08-01 16:06:44] [gimbal_controller] [INFO] [1754035604.226718834] [gimbal_controller]: 目标: (317, 327) | 误差: (-83,+27) | 成功计数:0
[2025-08-01 16:06:44] [gimbal_controller] [INFO] [1754035604.302077180] [gimbal_controller]: 目标: (453, 351) | 误差: (+53,+51) | 成功计数:0
[2025-08-01 16:06:44] [gimbal_controller] [INFO] [1754035604.331195212] [gimbal_controller]: 目标: (245, 379) | 误差: (-155,+79) | 成功计数:0
[2025-08-01 16:06:44] [gimbal_controller] [INFO] [1754035604.383080053] [gimbal_controller]: 目标: (259, 382) | 误差: (-141,+82) | 成功计数:0
[2025-08-01 16:06:44] [gimbal_controller] [INFO] [1754035604.414680708] [gimbal_controller]: 目标: (266, 383) | 误差: (-134,+83) | 成功计数:0
[2025-08-01 16:06:44] [gimbal_controller] [INFO] [1754035604.448796069] [gimbal_controller]: 目标: (481, 362) | 误差: (+81,+62) | 成功计数:0
[2025-08-01 16:06:44] [gimbal_controller] [INFO] [1754035604.477449192] [gimbal_controller]: 目标: (481, 362) | 误差: (+81,+62) | 成功计数:0
[2025-08-01 16:06:44] [gimbal_controller] [INFO] [1754035604.526707621] [gimbal_controller]: 目标: (481, 362) | 误差: (+81,+62) | 成功计数:0
[2025-08-01 16:06:44] [gimbal_controller] [INFO] [1754035604.566259261] [gimbal_controller]: 目标: (481, 362) | 误差: (+81,+62) | 成功计数:0
[2025-08-01 16:06:44] [gimbal_controller] [INFO] [1754035604.606388684] [gimbal_controller]: 目标: (481, 362) | 误差: (+81,+62) | 成功计数:0
[2025-08-01 16:06:44] [gimbal_controller] [INFO] [1754035604.652571833] [gimbal_controller]: 目标: (481, 362) | 误差: (+81,+62) | 成功计数:0
[2025-08-01 16:06:44] [gimbal_controller] [INFO] [1754035604.674495449] [gimbal_controller]: 目标: (481, 362) | 误差: (+81,+62) | 成功计数:0
[2025-08-01 16:06:44] [gimbal_controller] [INFO] [1754035604.715918098] [gimbal_controller]: 目标: (243, 374) | 误差: (-157,+74) | 成功计数:0
[2025-08-01 16:06:44] [gimbal_controller] [INFO] [1754035604.757795740] [gimbal_controller]: 目标: (241, 366) | 误差: (-159,+66) | 成功计数:0
[2025-08-01 16:06:44] [gimbal_controller] [INFO] [1754035604.791115448] [gimbal_controller]: 目标: (218, 362) | 误差: (-182,+62) | 成功计数:0
[2025-08-01 16:06:44] [gimbal_controller] [INFO] [1754035604.832288144] [gimbal_controller]: 目标: (426, 172) | 误差: (+26,-128) | 成功计数:0
[2025-08-01 16:06:44] [gimbal_controller] [INFO] [1754035604.878610124] [gimbal_controller]: 目标: (201, 352) | 误差: (-199,+52) | 成功计数:0
[2025-08-01 16:06:44] [gimbal_controller] [INFO] [1754035604.912209535] [gimbal_controller]: 目标: (201, 352) | 误差: (-199,+52) | 成功计数:0
[2025-08-01 16:06:44] [gimbal_controller] [INFO] [1754035604.970683011] [gimbal_controller]: 目标: (201, 352) | 误差: (-199,+52) | 成功计数:0
[2025-08-01 16:06:45] [gimbal_controller] [INFO] [1754035605.034811221] [gimbal_controller]: 目标: (201, 352) | 误差: (-199,+52) | 成功计数:0
[2025-08-01 16:06:45] [gimbal_controller] [INFO] [1754035605.083136625] [gimbal_controller]: 目标: (201, 352) | 误差: (-199,+52) | 成功计数:0
[2025-08-01 16:06:45] [gimbal_controller] [INFO] [1754035605.108815383] [gimbal_controller]: 目标: (201, 352) | 误差: (-199,+52) | 成功计数:0
[2025-08-01 16:06:45] [gimbal_controller] [INFO] [1754035605.131920812] [gimbal_controller]: 目标: (201, 352) | 误差: (-199,+52) | 成功计数:0
[2025-08-01 16:06:45] [gimbal_controller] [INFO] [1754035605.146001940] [gimbal_controller]: 目标: (201, 352) | 误差: (-199,+52) | 成功计数:0
[2025-08-01 16:06:45] [gimbal_controller] [INFO] [1754035605.164028083] [gimbal_controller]: 目标: (201, 352) | 误差: (-199,+52) | 成功计数:0
[2025-08-01 16:06:45] [gimbal_controller] [INFO] [1754035605.178936072] [gimbal_controller]: 目标: (201, 352) | 误差: (-199,+52) | 成功计数:0
[2025-08-01 16:06:48] [gimbal_controller] [INFO] [1754035608.099529916] [gimbal_controller]: 目标: (68, 573) | 误差: (-332,+273) | 成功计数:0
[2025-08-01 16:06:48] [gimbal_controller] [INFO] [1754035608.136067526] [gimbal_controller]: 目标: (75, 570) | 误差: (-325,+270) | 成功计数:0
[2025-08-01 16:06:48] [gimbal_controller] [INFO] [1754035608.206533250] [gimbal_controller]: 目标: (83, 566) | 误差: (-317,+266) | 成功计数:0
[2025-08-01 16:06:48] [gimbal_controller] [INFO] [1754035608.252020787] [gimbal_controller]: 目标: (83, 566) | 误差: (-317,+266) | 成功计数:0
[2025-08-01 16:06:48] [gimbal_controller] [INFO] [1754035608.291237016] [gimbal_controller]: 目标: (91, 566) | 误差: (-309,+266) | 成功计数:0
[2025-08-01 16:06:48] [gimbal_controller] [INFO] [1754035608.326015616] [gimbal_controller]: 目标: (89, 565) | 误差: (-311,+265) | 成功计数:0
[2025-08-01 16:06:48] [gimbal_controller] [INFO] [1754035608.366431158] [gimbal_controller]: 目标: (88, 565) | 误差: (-312,+265) | 成功计数:0
[2025-08-01 16:06:48] [gimbal_controller] [INFO] [1754035608.402989476] [gimbal_controller]: 目标: (92, 565) | 误差: (-308,+265) | 成功计数:0
[2025-08-01 16:06:48] [gimbal_controller] [INFO] [1754035608.436716927] [gimbal_controller]: 目标: (92, 565) | 误差: (-308,+265) | 成功计数:0
[2025-08-01 16:06:48] [gimbal_controller] [INFO] [1754035608.470128800] [gimbal_controller]: 目标: (90, 565) | 误差: (-310,+265) | 成功计数:0
[2025-08-01 16:06:48] [gimbal_controller] [INFO] [1754035608.496971871] [gimbal_controller]: 目标: (89, 564) | 误差: (-311,+264) | 成功计数:0
[2025-08-01 16:06:48] [gimbal_controller] [INFO] [1754035608.537254416] [gimbal_controller]: 目标: (91, 566) | 误差: (-309,+266) | 成功计数:0
[2025-08-01 16:06:48] [gimbal_controller] [INFO] [1754035608.565106344] [gimbal_controller]: 目标: (91, 566) | 误差: (-309,+266) | 成功计数:0
[2025-08-01 16:06:48] [gimbal_controller] [INFO] [1754035608.599296954] [gimbal_controller]: 目标: (91, 566) | 误差: (-309,+266) | 成功计数:0
[2025-08-01 16:06:48] [gimbal_controller] [INFO] [1754035608.634784291] [gimbal_controller]: 目标: (91, 565) | 误差: (-309,+265) | 成功计数:0
[2025-08-01 16:06:48] [gimbal_controller] [INFO] [1754035608.665586376] [gimbal_controller]: 目标: (91, 565) | 误差: (-309,+265) | 成功计数:0
[2025-08-01 16:06:48] [gimbal_controller] [INFO] [1754035608.697543441] [gimbal_controller]: 目标: (91, 565) | 误差: (-309,+265) | 成功计数:0
[2025-08-01 16:06:48] [gimbal_controller] [INFO] [1754035608.735728356] [gimbal_controller]: 目标: (91, 565) | 误差: (-309,+265) | 成功计数:0
[2025-08-01 16:06:48] [gimbal_controller] [INFO] [1754035608.778183487] [gimbal_controller]: 目标: (92, 566) | 误差: (-308,+266) | 成功计数:0
[2025-08-01 16:06:48] [gimbal_controller] [INFO] [1754035608.813053085] [gimbal_controller]: 目标: (91, 565) | 误差: (-309,+265) | 成功计数:0
[2025-08-01 16:06:48] [gimbal_controller] [INFO] [1754035608.842539485] [gimbal_controller]: 目标: (91, 565) | 误差: (-309,+265) | 成功计数:0
[2025-08-01 16:06:48] [gimbal_controller] [INFO] [1754035608.890616101] [gimbal_controller]: 目标: (91, 565) | 误差: (-309,+265) | 成功计数:0
[2025-08-01 16:06:48] [gimbal_controller] [INFO] [1754035608.931419553] [gimbal_controller]: 目标: (91, 565) | 误差: (-309,+265) | 成功计数:0
[2025-08-01 16:06:48] [gimbal_controller] [INFO] [1754035608.960200716] [gimbal_controller]: 目标: (91, 565) | 误差: (-309,+265) | 成功计数:0
[2025-08-01 16:06:48] [gimbal_controller] [INFO] [1754035608.969312515] [gimbal_controller]: 目标: (91, 565) | 误差: (-309,+265) | 成功计数:0
[2025-08-01 16:06:48] [gimbal_controller] [INFO] [1754035608.989844322] [gimbal_controller]: 目标: (91, 565) | 误差: (-309,+265) | 成功计数:0
[2025-08-01 16:06:49] [gimbal_controller] [INFO] [1754035609.026801633] [gimbal_controller]: 目标: (88, 566) | 误差: (-312,+266) | 成功计数:0
[2025-08-01 16:06:49] [gimbal_controller] [INFO] [1754035609.057630551] [gimbal_controller]: 目标: (86, 565) | 误差: (-314,+265) | 成功计数:0
[2025-08-01 16:06:49] [gimbal_controller] [INFO] [1754035609.086606543] [gimbal_controller]: 目标: (91, 566) | 误差: (-309,+266) | 成功计数:0
[2025-08-01 16:06:49] [gimbal_controller] [INFO] [1754035609.133485597] [gimbal_controller]: 目标: (85, 568) | 误差: (-315,+268) | 成功计数:0
[2025-08-01 16:06:49] [gimbal_controller] [INFO] [1754035609.185545727] [gimbal_controller]: 目标: (87, 568) | 误差: (-313,+268) | 成功计数:0
[2025-08-01 16:06:49] [gimbal_controller] [INFO] [1754035609.220531698] [gimbal_controller]: 目标: (87, 568) | 误差: (-313,+268) | 成功计数:0
[2025-08-01 16:06:49] [gimbal_controller] [INFO] [1754035609.258072338] [gimbal_controller]: 目标: (87, 568) | 误差: (-313,+268) | 成功计数:0
[2025-08-01 16:06:49] [gimbal_controller] [INFO] [1754035609.302192572] [gimbal_controller]: 目标: (87, 568) | 误差: (-313,+268) | 成功计数:0
[2025-08-01 16:06:49] [gimbal_controller] [INFO] [1754035609.329214437] [gimbal_controller]: 目标: (87, 568) | 误差: (-313,+268) | 成功计数:0
[2025-08-01 16:06:49] [gimbal_controller] [INFO] [1754035609.353578972] [gimbal_controller]: 目标: (87, 568) | 误差: (-313,+268) | 成功计数:0
[2025-08-01 16:06:49] [gimbal_controller] [INFO] [1754035609.366721536] [gimbal_controller]: 目标: (87, 568) | 误差: (-313,+268) | 成功计数:0
[2025-08-01 16:06:49] [gimbal_controller] [INFO] [1754035609.375401677] [gimbal_controller]: 目标: (87, 568) | 误差: (-313,+268) | 成功计数:0
[2025-08-01 16:06:49] [gimbal_controller] [INFO] [1754035609.389833677] [gimbal_controller]: 目标: (87, 568) | 误差: (-313,+268) | 成功计数:0
[2025-08-01 16:06:49] [gimbal_controller] [INFO] [1754035609.431584452] [gimbal_controller]: 目标: (87, 568) | 误差: (-313,+268) | 成功计数:0
[2025-08-01 16:06:49] [gimbal_controller] [INFO] [1754035609.808901239] [gimbal_controller]: 目标: (729, 464) | 误差: (+329,+164) | 成功计数:0
[2025-08-01 16:06:49] [gimbal_controller] [INFO] [1754035609.824058602] [gimbal_controller]: 目标: (729, 464) | 误差: (+329,+164) | 成功计数:0
[2025-08-01 16:06:49] [gimbal_controller] [INFO] [1754035609.913507716] [gimbal_controller]: 目标: (688, 510) | 误差: (+288,+210) | 成功计数:0
[2025-08-01 16:06:49] [gimbal_controller] [INFO] [1754035609.941967473] [gimbal_controller]: 目标: (749, 452) | 误差: (+349,+152) | 成功计数:0
[2025-08-01 16:06:49] [gimbal_controller] [INFO] [1754035609.984116658] [gimbal_controller]: 目标: (749, 452) | 误差: (+349,+152) | 成功计数:0
[2025-08-01 16:06:50] [gimbal_controller] [INFO] [1754035610.002967331] [gimbal_controller]: 目标: (749, 452) | 误差: (+349,+152) | 成功计数:0
[2025-08-01 16:06:50] [gimbal_controller] [INFO] [1754035610.042273982] [gimbal_controller]: 目标: (667, 65) | 误差: (+267,-235) | 成功计数:0
[2025-08-01 16:06:50] [gimbal_controller] [INFO] [1754035610.072901368] [gimbal_controller]: 目标: (667, 65) | 误差: (+267,-235) | 成功计数:0
[2025-08-01 16:06:50] [gimbal_controller] [INFO] [1754035610.094399161] [gimbal_controller]: 目标: (667, 65) | 误差: (+267,-235) | 成功计数:0
[2025-08-01 16:06:50] [gimbal_controller] [INFO] [1754035610.139562378] [gimbal_controller]: 目标: (548, 430) | 误差: (+148,+130) | 成功计数:0
[2025-08-01 16:06:50] [gimbal_controller] [INFO] [1754035610.182234512] [gimbal_controller]: 目标: (495, 64) | 误差: (+95,-236) | 成功计数:0
[2025-08-01 16:06:50] [gimbal_controller] [INFO] [1754035610.214077543] [gimbal_controller]: 目标: (495, 64) | 误差: (+95,-236) | 成功计数:0
[2025-08-01 16:06:50] [gimbal_controller] [INFO] [1754035610.243414034] [gimbal_controller]: 目标: (432, 65) | 误差: (+32,-235) | 成功计数:0
[2025-08-01 16:06:50] [gimbal_controller] [INFO] [1754035610.287398354] [gimbal_controller]: 目标: (432, 65) | 误差: (+32,-235) | 成功计数:0
[2025-08-01 16:06:50] [gimbal_controller] [INFO] [1754035610.321341641] [gimbal_controller]: 目标: (528, 66) | 误差: (+128,-234) | 成功计数:0
[2025-08-01 16:06:50] [gimbal_controller] [INFO] [1754035610.357541804] [gimbal_controller]: 目标: (528, 66) | 误差: (+128,-234) | 成功计数:0
[2025-08-01 16:06:50] [gimbal_controller] [INFO] [1754035610.379558172] [gimbal_controller]: 目标: (528, 66) | 误差: (+128,-234) | 成功计数:0
[2025-08-01 16:06:50] [gimbal_controller] [INFO] [1754035610.409213449] [gimbal_controller]: 目标: (599, 64) | 误差: (+199,-236) | 成功计数:0
[2025-08-01 16:06:50] [gimbal_controller] [INFO] [1754035610.430184210] [gimbal_controller]: 目标: (599, 64) | 误差: (+199,-236) | 成功计数:0
[2025-08-01 16:06:50] [gimbal_controller] [INFO] [1754035610.468417547] [gimbal_controller]: 目标: (579, 436) | 误差: (+179,+136) | 成功计数:0
[2025-08-01 16:06:50] [gimbal_controller] [INFO] [1754035610.498217197] [gimbal_controller]: 目标: (531, 67) | 误差: (+131,-233) | 成功计数:0
